,NODE_ID,NODE_TYPE,NODE_NAME,TURN_P,REMARK,geometry
22487,1220153200,102,´ëÄ¡1µ¿ÇàÁ¤º¹Áö¼¾ÅÍ,0,,POINT (127.05738071177252 37.49275553893967)
22528,1220157700,106,ÇÑ³²IC,0,,POINT (127.01457807934509 37.52529943056419)
22529,1220157800,106,ÇÑ³²´ë±³³²Ãø,0,,POINT (127.014679090749 37.525372404640606)
22530,1220157900,101,³íÇöµ¿501-5,0,,POINT (127.02118875966266 37.51681377096088)
22531,1220158000,101,³íÇöµ¿279-67,1,,POINT (127.02279271471141 37.511552100380605)
97486,1220158901,101,Ã»´ã°¡Á·°ø¿ø,0,,POINT (127.06276231934868 37.520326773447245)
102160,1220041300,101,YMCA,1,,POINT (127.03751850389382 37.509666777851116)
106181,1220002200,101,Ã»´ã1±³,0,,POINT (127.06470593275291 37.51877585354751)
106182,1220047600,101,»ï¼ºSK¾ÆÆç¹Ù¿ò¾ÆÆÄÆ®,0,,POINT (127.06536970806846 37.518028132953425)
106183,1220053300,101,Ã»¼ö±Ù¸°°ø¿ø,0,,POINT (127.05849380894084 37.523950116587905)
111247,1220056900,104,¿µµ¿´ë±³³²Ãø,0,,POINT (127.05585247846402 37.52792068404297)
111248,1220057100,101,½Å»çµ¿640ºôµù,1,,POINT (127.03524992926639 37.527731605521126)
111250,1220057200,101,Ã»´ã¸Å½ºÅÍºô,0,,POINT (127.04404367443892 37.52772984550367)
111251,1220057300,101,ÇÑ¾ç¾ÆÆÄÆ®¾Õ±³Â÷·Î,1,,POINT (127.0407038224521 37.527813764778436)
111252,1220057700,101,½Å»çµ¿668-7,1,,POINT (127.03360220496923 37.52789657541853)
111253,1220057800,101,¿ì¸®ÀºÇà¾Ð±¸Á¤¿ªÁöÁ¡,0,,POINT (127.0301751256545 37.52810304720366)
111254,1220057900,101,¾Ð±¸Á¤·Îµ¥¿À¿ª6¹øÃâ±¸,0,,POINT (127.03915350884796 37.52820524980972)
111255,1220058000,101,ÇÑ¾ç¾ÆÆÄÆ®36µ¿,1,,POINT (127.03839332203057 37.528420050422454)
111257,1220058200,101,ÄÚ³¢¸®»ó°¡,1,,POINT (127.03125741197742 37.52860934584776)
111258,1220058300,104,¾Ð±¸Á¤°í°¡Â÷µµºÏÃø,1,,POINT (127.02688762214257 37.52872443159228)
111259,1220058400,106,ÇÑ±¹À§±â°ü¸®¿¬±¸¼Ò,0,,POINT (127.02363984930768 37.53087113723617)
111260,1220058500,106,¾¾Æ¼1Â÷¾ÆÆÄÆ®,0,,POINT (127.05164501321225 37.528631998061684)
111261,1220058600,101,±Øµ¿Gallery,0,,POINT (127.03693277376027 37.528792405549574)
111262,1220058700,101,±¸Á¤Áß±³,1,,POINT (127.03256866521394 37.529030942325214)
111263,1220058800,101,YOHANºôµù,0,,POINT (127.0357726261369 37.528992086746214)
111264,1220058900,101,Ä¡¾È¼¾ÅÍ,0,,POINT (127.03522673497199 37.52911713777006)
111265,1220059000,101,¼º¼ö´ë±³³²´Ü±³Â÷·Î,1,,POINT (127.03380931938261 37.52917667306941)
111266,1220059100,101,¾Ð±¸Á¤µ¿392,0,,POINT (127.02319785362857 37.52935625392868)
111267,1220059200,101,Ã»´ãµ¿146,0,,POINT (127.04474521625642 37.529597370873624)
111268,1220059300,106,µ¿È£´ë±³JC,0,,POINT (127.02207804305833 37.52916161526126)
111269,1220059400,101,Çö´ë77µ¿¾Õ,0,,POINT (127.02771543978072 37.53026227606548)
111270,1220059500,101,ÇÑ¾ç¾ÆÆÄÆ®81µ¿,0,,POINT (127.04163924972262 37.530554929766254)
111271,1220059600,101,¾Ð±¸Á¤Á¦1µ¿»ç¹«¼Ò,0,,POINT (127.03034231736444 37.53073006733038)
111272,1220059700,104,¼º¼ö´ë±³³²Ãø,0,,POINT (127.03388491592777 37.53021597290219)
111273,1220059800,104,¼º¼ö´ë±³³²Ãø,0,,POINT (127.0340230964256 37.53022711099908)
111274,1220059900,101,¾Ð±¸Á¤µ¿496,0,,POINT (127.04012484083033 37.531013163595404)
116066,1210028400,101,ºÎ¿µºôµù,1,,POINT (127.03189231732983 37.489031946411146)
116071,1210028900,101,¹ð¹ð»ç°Å¸®,1,,POINT (127.0316412432072 37.48957912383079)
116074,1210029200,101,Çª¸£µ§¼ÈÅ¸¿ö,1,,POINT (127.03138117309793 37.4900869686687)
116075,1210029201,101,È£¹Ý°Ç¼³º»»ç,0,,POINT (127.03067755414145 37.49156215409459)
116096,1220006300,101,¿ì¼º¾ÆÆÄÆ®¾Õ»ç°Å¸®,0,,POINT (127.02996874300611 37.493048163686)
116099,1220006600,101,¿ª»ïÃÊ±³¾Õ±³Â÷·Î,0,,POINT (127.03342185161341 37.4940931821366)
116101,1220007600,101,°¡½º¾ÈÀü°ø»ç±³Â÷·Î,1,,POINT (127.07986319792103 37.49945362956692)
116102,1220007700,101,µµ¼ºÃÊ±³¾Õ±³Â÷·Î,0,,POINT (127.05086395368791 37.5005560188197)
116103,1220009700,102,¼Û¿µÁöÀ½¾ÇÇÐ¿ø,1,,POINT (127.06001107718632 37.521093941353314)
116104,1220010000,101,¾Ð±¸Á¤¿ª¾Õ±³Â÷·Î,1,,POINT (127.02838063621579 37.52717607371889)
116303,1230048900,106,Ã»´ã1±³,0,,POINT (127.06828248432528 37.5181590234318)
