,LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK,geometry
51259,1220092600,1220051800,1220050300,1,104,000,-,도산대로50길,0,0,000,30,0,0,0,163.908795076932,,"LINESTRING (127.0373170428009 37.52265155060436, 127.03749722496642 37.521181717526595)"
51260,1220092700,1220050300,1220051800,1,104,000,-,도산대로50길,0,0,000,30,0,0,0,163.908795076932,,"LINESTRING (127.03763232908025 37.521192224398945, 127.03745214954017 37.52266205767878)"
51261,1220092800,1220050900,1220052000,1,104,000,-,선릉로146길,0,0,000,30,0,0,0,243.33762772539,,"LINESTRING (127.0396389555626 37.521626082002335, 127.04051164026677 37.521797157517675, 127.04141030892973 37.52194199018377, 127.04159932658352 37.52267302344221)"
51262,1220092900,1220052000,1220050900,1,104,000,-,선릉로146길,0,0,000,30,0,0,0,227.975234596004,,"LINESTRING (127.04146636838216 37.52269483211281, 127.04129544946272 37.522033790316186, 127.04048194606213 37.52190268322733, 127.03960651329945 37.52173106871685)"
51263,1220093200,1220051100,1220051700,1,104,000,-,도산대로37길,0,0,000,30,0,0,0,77.832582967006,,"LINESTRING (127.03140477503405 37.521707946723915, 127.03143499899379 37.52240880707329)"
51264,1220093300,1220051700,1220051100,1,104,000,-,도산대로37길,0,0,000,30,0,0,0,77.832686308444,,"LINESTRING (127.03129933161318 37.52241251919464, 127.03126910778931 37.521711657909705)"
51265,1220093400,1220051400,1220051900,3,104,000,-,압구정로,0,0,000,50,0,0,0,123.785564534891,,"LINESTRING (127.0184647515423 37.52207402145405, 127.01964145636826 37.52267861977478)"
51266,1220093500,1220002500,1220051600,3,104,000,-,압구정로,0,0,000,50,0,0,0,127.195386836391,,"LINESTRING (127.01956262642639 37.52276683110512, 127.01835361897167 37.52214543963845)"
51267,1220093600,1220054200,1220049800,1,104,000,-,압구정로18길,0,0,000,30,0,0,0,587.737473476631,,"LINESTRING (127.02385358195129 37.524842753103826, 127.02400756090364 37.524763160697425, 127.02434052947449 37.52435467178422, 127.02636914677471 37.52179012802385, 127.02719761690481 37.52079436084335, 127.02733842170063 37.520573406019906, 127.02743176752452 37.52039978453123)"
51268,1220093700,1220049800,1220054200,1,104,000,-,압구정로18길,0,0,000,30,0,0,0,594.900075136571,,"LINESTRING (127.0275565515838 37.52044234589427, 127.027461467385 37.520619202485044, 127.02731510840552 37.52084887323821, 127.02648316671569 37.52184881455573, 127.02445489323256 37.52441292859728, 127.0241056943046 37.524841330590576, 127.02392748631253 37.52493344656085)"
51269,1220093800,1220051700,1220052100,1,104,000,-,언주로153길,0,0,000,30,0,0,0,182.261868648314,,"LINESTRING (127.03139276112846 37.522360593941734, 127.03330236296046 37.52297985262139)"
51270,1220093900,1220052100,1220051700,1,104,000,-,언주로153길,0,0,000,30,0,0,0,182.261961253528,,"LINESTRING (127.03325117454132 37.52307999185468, 127.0313415694477 37.522460732359185)"
51271,1220094000,1220052000,1220052600,1,104,000,-,선릉로148길,0,0,000,30,0,0,0,392.133122564857,,"LINESTRING (127.0415436574271 37.522630558060946, 127.04486706501643 37.523057502339526, 127.04470171436775 37.5238991761222)"
51272,1220094100,1220052600,1220052000,1,104,000,-,선릉로148길,0,0,000,30,0,0,0,368.245394083355,,"LINESTRING (127.04456759506608 37.5238824618566, 127.04471205999872 37.523147109059146, 127.04152203867434 37.52273729843062)"
51273,1220094200,1220052100,1220052300,1,104,000,-,언주로154길,0,0,000,30,0,0,0,80.18467069679,,"LINESTRING (127.0333016060521 37.52297961226713, 127.03414577742831 37.52324398486497)"
51274,1220094300,1220052300,1220052100,1,104,000,-,언주로154길,0,0,000,30,0,0,0,80.184577645695,,"LINESTRING (127.03409610265484 37.523344606058494, 127.03325193145092 37.523080233110264)"
51275,1220094400,1220052000,1220052400,1,104,000,-,도산대로58길,0,0,000,30,0,0,0,88.499439935131,,"LINESTRING (127.04159996607234 37.52269197130154, 127.04145101207577 37.52348047837555)"
51276,1220094500,1220052400,1220052000,1,104,000,-,도산대로58길,0,0,000,30,0,0,0,88.499454857177,,"LINESTRING (127.0413167724187 37.523464392061804, 127.04146572892759 37.52267588515373)"
51277,1220094600,1220052300,1220051500,1,104,000,-,도산대로45길,0,0,000,30,0,0,0,266.425033150225,,"LINESTRING (127.03414659543881 37.523244245919216, 127.03515879279728 37.52357338158456, 127.03519358345244 37.52356644341472, 127.03590277294366 37.52217561716962)"
51278,1220094700,1220051500,1220052300,1,104,000,-,도산대로45길,0,0,000,30,0,0,0,286.470786758681,,"LINESTRING (127.03602854351327 37.52221629968716, 127.03529341995339 37.5236579906133, 127.03514864101325 37.523686864966024, 127.03409528464343 37.523344345003906)"
51279,1220094900,1220051700,1220053800,1,104,000,-,논현로168길,0,0,000,30,0,0,0,404.351713504228,,"LINESTRING (127.03143503068173 37.522411535300925, 127.03143219018735 37.52255183838795, 127.03146892430348 37.522744508918954, 127.03152211162887 37.52306141608892, 127.03152214635172 37.523143947012905, 127.03148595700914 37.523247022346986, 127.02867469085756 37.524521542255364, 127.02841634160008 37.52460577183044)"
51280,1220095000,1210050500,1220053600,1,102,000,88,올림픽대로,0,0,102,50,5,0,0,186.721327330009,,"LINESTRING (127.0175844575562 37.52226838405221, 127.01734854851442 37.52267556673308, 127.01703749694984 37.52301616127087, 127.01687449659575 37.52321939859583, 127.01682426191977 37.52334797432197, 127.01679643650519 37.5234837963055, 127.016835889861 37.52363420314663, 127.01691138907795 37.52376687038311)"
51281,1220095100,1220053500,1220052500,1,104,000,-,도산대로94길,0,0,000,30,0,0,0,528.118107931695,,"LINESTRING (127.05037459996997 37.524615140295346, 127.05046456394268 37.52410949903781, 127.05053315427314 37.524032019548294, 127.05079650456081 37.52386021787258, 127.05094889584785 37.52381829166143, 127.05109080502388 37.52381823035942, 127.05175628311716 37.52389365274233, 127.05304544906541 37.524060628468746, 127.0532281848373 37.52406393132069, 127.05334079253412 37.524051067362684, 127.05347805337331 37.52400919607945, 127.05357660095027 37.523952616221685, 127.0536548254612 37.52388039240137, 127.05373419338603 37.52379378530715, 127.0539733857795 37.523366389360746, 127.05407676377524 37.52336634207321, 127.05506519545149 37.523716932132395)"
51282,1220095200,1220052500,1220053500,1,104,000,-,도산대로94길,0,0,000,30,0,0,0,503.557521389749,,"LINESTRING (127.05500997114585 37.52381570142098, 127.05405927188069 37.5234784951514, 127.05385232653671 37.52384827187894, 127.05376122090583 37.52394768673774, 127.05366894982951 37.524032878831235, 127.05354310481073 37.52410513146529, 127.05337513225939 37.52415637091303, 127.05323633784812 37.52417222632482, 127.05303295490688 37.5241685507336, 127.05173582348942 37.52400054311221, 127.05108123139593 37.52392635478623, 127.05097171781675 37.52392640210016, 127.05086375722408 37.5239561051368, 127.05063345891648 37.52410634352155, 127.05059437881164 37.52415048866095, 127.05050900930789 37.52463030982887)"
51283,1220095300,1220052700,1220052400,1,104,000,-,선릉로152길,0,0,000,30,0,0,0,243.089664758389,,"LINESTRING (127.03937985551488 37.52399728851612, 127.04111432561857 37.52420556062596, 127.04116357681059 37.52420252601384, 127.04118614548169 37.52418813364307, 127.04131670813123 37.52346474347526)"
51284,1220095400,1220052400,1220052700,1,104,000,-,선릉로152길,0,0,000,30,0,0,0,262.707229258247,,"LINESTRING (127.04145107636316 37.52348012786301, 127.04131288080205 37.524245819304156, 127.04121576548573 37.52430775389819, 127.04110937945795 37.524314308826995, 127.03935961690796 37.52410420099834)"
51286,1220095500,1220054200,1220053800,1,104,000,-,압구정로20길,0,0,000,30,0,0,0,400.620089858618,,"LINESTRING (127.02388756822916 37.52483409120662, 127.02419076466579 37.524823530114325, 127.02487687493375 37.524691230372355, 127.02615866450691 37.52462265385026, 127.02753527145144 37.524579623508465, 127.0277815727481 37.524529627774015, 127.02838671163055 37.52450177084935)"
51287,1220095600,1220053800,1220054200,1,104,000,-,압구정로20길,0,0,000,30,0,0,0,400.792375260377,,"LINESTRING (127.02839454469962 37.52460971084898, 127.0278024437205 37.52463696828141, 127.0275549124874 37.52468721302214, 127.02616587671896 37.5247306319756, 127.02489754492129 37.52479848854092, 127.02420988169875 37.5249310878518, 127.0238934999942 37.52494210846941)"
51288,1220095700,1220054000,1220053300,1,102,000,88,올림픽대로,0,0,102,40,5,0,0,306.723772521132,,"LINESTRING (127.05569588774465 37.525558353469144, 127.05589159855415 37.52537664962052, 127.05614417825147 37.52519873596814, 127.05646438267047 37.52497814863011, 127.05660863765904 37.52488925877929, 127.05683850348105 37.52475418545603, 127.05714938183496 37.524590797257346, 127.05777564885757 37.5242604581285, 127.05849380894084 37.523950116587905)"
51289,1220095800,1220054100,1220052900,2,103,000,47,영동대로,0,0,000,60,0,0,0,175.160692996785,,"LINESTRING (127.05304315666339 37.52485408454663, 127.05352487958076 37.52480254522693, 127.05375231540786 37.52474046018957, 127.05394382622893 37.52466885582079, 127.0541113808264 37.52458295870804, 127.05428489983615 37.52446845089191, 127.05476501224875 37.524157405073225)"
51290,1220095900,1220054700,1220053200,1,104,000,-,도산대로81길,0,0,000,30,0,0,0,89.240888410534,,"LINESTRING (127.04778698096061 37.52507536906807, 127.04818220231955 37.52433548203179)"
51291,1220096000,1220053200,1220054700,1,104,000,-,도산대로81길,0,0,000,30,0,0,0,89.240888408821,,"LINESTRING (127.04830711882184 37.52437780874825, 127.0479118984742 37.525117696196524)"
51292,1220096100,1220051800,1220053400,1,104,000,-,도산대로49길,0,0,000,30,0,0,0,435.085618302371,,"LINESTRING (127.03745222275225 37.522661420646706, 127.03723527347977 37.524677285820516, 127.03724892694393 37.524693583349844, 127.03867703578085 37.52479368517572, 127.03956761728371 37.52459928004014)"
51293,1220096200,1220053400,1220051800,1,104,000,-,도산대로49길,0,0,000,30,0,0,0,459.31549930321,,"LINESTRING (127.03960350077357 37.52470355452429, 127.03868941407613 37.524903090728394, 127.03717215026901 37.52479673986553, 127.03709595603388 37.52470578962066, 127.03731696958727 37.52265218673533)"
51294,1220096300,1220054400,1220157800,1,102,000,88,올림픽대로,0,0,102,60,5,0,0,575.017613530031,,"LINESTRING (127.02002722747781 37.52677776600316, 127.01932422897308 37.526420308746204, 127.0188857178038 37.52616096045599, 127.01852333611221 37.525937693657525, 127.018223421459 37.52577907113157, 127.01796814526058 37.52566355761581, 127.01751603213886 37.52542561228532, 127.0165272393317 37.52483132124608, 127.01631695273004 37.524705256110636, 127.01622733333285 37.5246726936194, 127.01609722254437 37.52465069723419, 127.0159221050796 37.5246428254884, 127.01580970596042 37.52466025065601, 127.01563410302764 37.52472749871739, 127.015426713054 37.52484827471609, 127.014679090749 37.525372404640606)"
51296,1220096400,1220054000,1220055800,1,102,000,88,올림픽대로,0,0,102,30,5,0,0,361.054451813789,,"LINESTRING (127.05569588774465 37.525558353469144, 127.05629721862097 37.5251432668016, 127.05659029063628 37.52495358020773, 127.0567856587091 37.52482910938829, 127.0569057468046 37.524775901467656, 127.05701813762629 37.52475843629506, 127.0571601894244 37.52478878005999, 127.05727208629757 37.52485478282896, 127.05733154879066 37.52492655033976, 127.05736089362127 37.525028015967855, 127.05734535841161 37.525123352244854, 127.05729249987296 37.5252006613585, 127.05716439774426 37.525343270980194, 127.05648030241994 37.52582959703796, 127.05609689240002 37.52610420156698)"
51297,1220096600,1220054300,1220054700,1,104,000,-,압구정로79길,0,0,000,30,0,0,0,79.17733476913,,"LINESTRING (127.04697334247889 37.524938519687595, 127.04785938564416 37.52504305593976)"
51298,1220096700,1220054700,1220054300,1,104,000,-,압구정로79길,0,0,000,30,0,0,0,79.177334768209,,"LINESTRING (127.04783949374121 37.52515000935664, 127.04695344933849 37.525045472958)"
51301,1220096900,1220053600,1210050600,1,102,000,88,올림픽대로,0,0,102,40,5,0,0,588.981990828843,,"LINESTRING (127.01691138907795 37.52376687038311, 127.01709339617078 37.52398284600759, 127.01723155990602 37.524149157287056, 127.01759761475361 37.52449764707948, 127.01777618667606 37.52466650782304, 127.01782063996141 37.52473823442504, 127.01782015667709 37.52481335466586, 127.01779721649397 37.524888383686616, 127.0177474427333 37.524945416513305, 127.01768880113733 37.524984527008364, 127.01761677765809 37.525009272989365, 127.01753586348526 37.52501967448832, 127.01743260810306 37.52501209792886, 127.01731613149057 37.52496511788296, 127.01709241561683 37.524831844476886, 127.0161305358493 37.52424481454389, 127.01603663288894 37.524180039851906, 127.01583554041235 37.52402181581925, 127.01564792205947 37.523863647319644, 127.01553633294998 37.52375587152108, 127.01542483737235 37.523633787683174, 127.01530005202227 37.52348303105444, 127.01517105475995 37.5232893294454, 127.01442005111002 37.522395839755504)"
51302,1220097000,1220055500,1220052800,1,104,000,-,압구정로11길,0,0,000,30,0,0,0,257.625812179043,,"LINESTRING (127.02078703436423 37.526062758950665, 127.02235986214097 37.524108574342804)"
51303,1220097100,1220052800,1220055500,1,104,000,-,압구정로11길,0,0,000,30,0,0,0,257.625758193409,,"LINESTRING (127.02247414821642 37.52416692229048, 127.02090132332862 37.526121108400204)"
51304,1220097200,1220053600,1220055000,1,102,000,88,올림픽대로,0,0,102,40,5,0,0,637.600451419752,,"LINESTRING (127.01691138907795 37.52376687038311, 127.01733172816792 37.52405476983373, 127.01790357996427 37.52452930286309, 127.01920798654064 37.52563641620948, 127.0197172805875 37.52606418216745, 127.02017307181625 37.52643091486144, 127.02042780273938 37.526632275669776, 127.02058864992829 37.526765287896765, 127.02082977156194 37.526988056203244, 127.02104392298614 37.52721429226904, 127.02126676154084 37.527487066726366, 127.02142248077404 37.527720219674, 127.02149352250136 37.52784928879799, 127.02155783391196 37.52808721994726)"
51305,1220097300,1220055300,1220054600,2,104,000,-,도산대로,0,0,000,60,0,0,0,159.696200528911,,"LINESTRING (127.05456716101828 37.52563685938935, 127.05433346852926 37.52540292011638, 127.0541418252714 37.52529334895611, 127.05395019974019 37.52520761528891, 127.05302499527734 37.524961232677356)"
51352,1220106200,1220061300,1220060000,1,104,000,-,압구정로39길,0,0,000,30,0,0,0,224.291871951096,,"LINESTRING (127.03151480575126 37.5330507610218, 127.03164000819355 37.53141438239535, 127.03170758799328 37.531036739302614)"
51353,1220106300,1220060000,1220061300,1,104,000,-,압구정로39길,0,0,000,30,0,0,0,223.322898967227,,"LINESTRING (127.03184199380509 37.53105199313321, 127.0317751878253 37.531425315792404, 127.03165032136968 37.53305733632651)"
51354,1220106400,1220060800,1220060400,1,102,000,88,올림픽대로,0,0,102,40,5,0,0,266.760513376255,,"LINESTRING (127.0351566057607 37.532373640746115, 127.03566519124008 37.53226140731198, 127.03640747343687 37.53208188338337, 127.03659635045729 37.532046852644335, 127.0367672389593 37.53201532759431, 127.03710890559796 37.53197016256133, 127.0381011868813 37.53187887340737)"
51355,1220106500,1220061300,1220063800,1,104,000,-,논현로190길,0,0,000,30,0,0,0,181.744765078642,,"LINESTRING (127.03156322145136 37.53300222918587, 127.03353422384633 37.53253563324039)"
51356,1220106600,1220063800,1220061300,1,104,000,-,논현로190길,0,0,000,30,0,0,0,181.744793539467,,"LINESTRING (127.03357291057046 37.53263927071257, 127.03160190569045 37.53310586819766)"
51357,1220106700,1220061800,1220061900,1,102,000,88,올림픽대로,0,0,102,40,5,0,0,604.346598541359,,"LINESTRING (127.03169076578085 37.53359312374117, 127.03229412543875 37.533342208116046, 127.03302191420518 37.53308871835355, 127.03346469312355 37.53291756749964, 127.03372742444539 37.532805325334266, 127.03402013754426 37.53268723906638, 127.03425266123119 37.53261661175622, 127.03447755065852 37.53256980147767, 127.03488978508838 37.53249391883061, 127.03515966571373 37.532435360214286, 127.03579689791795 37.53229477658587, 127.03622413895242 37.53221298587395, 127.03642634550867 37.53220185577981, 127.03652959069676 37.53221299269977, 127.03665961056504 37.53225285234574, 127.0367536294867 37.53230330261312, 127.03682961498347 37.532364414570786, 127.03691440672289 37.53245417826508, 127.0369587058726 37.53255451521013, 127.03697603227735 37.53265832313218, 127.03697092031331 37.53275846649708, 127.03692527250783 37.53287633712298, 127.03687086125419 37.532958400179155, 127.03677146401593 37.53305101893684, 127.03655906174886 37.533257666392004)"
51384,1220109300,1220033200,1220031700,1,104,000,-,논현로86길,0,0,000,30,0,0,0,281.660184721127,,"LINESTRING (127.03833330854887 37.50123882317559, 127.03849392257467 37.501012643694736, 127.03891344618889 37.50014669716032, 127.03852154924667 37.499732933142205, 127.03774356585525 37.499504300780984, 127.03756213602621 37.49941353898974)"
51405,1220107600,1220062200,1220060800,1,102,000,88,올림픽대로,0,0,102,40,5,0,0,480.142580053697,,"LINESTRING (127.03305252746122 37.5343986516104, 127.03245464135587 37.5342293472842, 127.03218568373674 37.53413885048348, 127.03200671361301 37.534024862146225, 127.03189388658815 37.53386940063914, 127.03187209749368 37.533761996400216, 127.0318820427077 37.533608213578646, 127.03193221393478 37.53348678563921, 127.03200006152417 37.533411932836444, 127.03212194681103 37.53331582961564, 127.03227516228849 37.53323773682843, 127.03249121956063 37.533167047213304, 127.03308086113424 37.532976208273034, 127.03334199182727 37.53288065575604, 127.03382833922718 37.532685826431, 127.03400843608041 37.53261856903448, 127.03418395248782 37.532565602566066, 127.03438641946292 37.53251274241937, 127.03474167514543 37.532449752171395, 127.0351566057607 37.532373640746115)"
51408,1220109400,1220032900,1220032500,1,104,000,-,테헤란로25길,0,0,000,30,0,0,0,86.950069792518,,"LINESTRING (127.03519380872854 37.50110402313158, 127.03544861429796 37.50060321919518, 127.03563872865453 37.50041314973858)"
51416,1220323300,1220152500,1220028701,1,104,000,-,도곡로57길,0,0,000,30,0,0,0,278.237506711479,,"LINESTRING (127.05139326798877 37.49734676067054, 127.0505812612402 37.49708511467166, 127.05078101055804 37.49667612519327, 127.05085451802705 37.49654136786554, 127.04944721428184 37.496052371814976)"
51443,1220109600,1220035200,1220034200,1,104,000,-,언주로93길,1,0,000,30,0,0,0,274.504219156281,,"LINESTRING (127.04049962609479 37.503578361738576, 127.04035402602292 37.503539752122784, 127.03772334757981 37.50269811098454, 127.03764946833073 37.502626698319496)"
51444,1220109700,1220035000,1220035500,1,104,000,-,선릉로89길,1,0,000,10,0,0,0,168.723197455965,,"LINESTRING (127.04762245773584 37.50313398251756, 127.0494039980943 37.50367854752488)"
51445,1220109800,1220041600,1220037700,2,104,000,-,역삼로107길,1,0,000,30,0,0,0,333.254394254183,,"LINESTRING (127.06731842324108 37.51003406770683, 127.06737173520348 37.50983025263174, 127.06755576300469 37.50859794721475, 127.0676960827137 37.50754854776617, 127.06771088628918 37.50730163062192, 127.06767883039134 37.507244234260455, 127.06750088998042 37.50712060288019)"
51454,1220109500,1220033700,1220032900,1,104,000,-,테헤란로25길,0,0,000,30,0,0,0,186.168285308478,,"LINESTRING (127.03632736421996 37.50218892888791, 127.036103890447 37.50217502910693, 127.03541983692942 37.501967112870396, 127.03510855820211 37.5013116204352, 127.03519218978668 37.50110755195303)"
51455,1220110900,1220063900,1220060300,1,104,000,-,선릉로189길,0,0,000,30,0,0,0,126.845776636594,,"LINESTRING (127.03504557229604 37.53217915120422, 127.03641041504751 37.531825920651926)"
51456,1220111000,1220060300,1220063900,1,104,000,-,선릉로189길,0,0,000,30,0,0,0,126.845776637169,,"LINESTRING (127.03645237693443 37.53192874708369, 127.03508753250787 37.53228197811563)"
51459,1220321200,1220055700,1220150900,1,104,000,-,압구정로11길,0,0,000,10,0,0,0,125.479331626211,,"LINESTRING (127.0206399360479 37.52647288306009, 127.01983984370354 37.52740677088607)"
51460,1220321300,1220151000,1220157900,1,104,000,-,-,0,0,000,30,0,0,0,71.316959318219,도로명없음,"LINESTRING (127.0207608593125 37.517361170532126, 127.0211283413983 37.51678914474317)"
51462,1220322200,1220045104,1220151200,1,104,000,-,-,0,0,000,30,0,0,0,119.528918164648,도로명없음,"LINESTRING (127.04414467559963 37.51629553765229, 127.04487625198243 37.5165091980489, 127.04513556849165 37.516558592264744, 127.04533461531403 37.516600060405764, 127.04543295921653 37.51661645151665)"
51490,1220322900,1220152100,1220017504,1,104,000,-,남부순환로365길,0,0,000,30,0,0,0,109.15041446396,,"LINESTRING (127.03999033563679 37.48927221255803, 127.04005242807277 37.48896591647099, 127.04008932746139 37.48862156310903, 127.0400773858202 37.48842250209607, 127.04003655481495 37.48829840391072)"
51491,1220323000,1220017504,1220152100,1,104,000,-,남부순환로365길,0,0,000,30,0,0,0,114.16090995766,,"LINESTRING (127.04016780538498 37.488270984038515, 127.04021223928629 37.48840603270312, 127.04022529139552 37.48862359011413, 127.04018719101687 37.488979155166305, 127.040124288263 37.48928945387479)"
51492,1220323200,1220030501,1220152500,1,104,000,-,선릉로69길,0,0,000,30,0,0,0,147.488194893003,,"LINESTRING (127.05073801066982 37.498510489987616, 127.05119326444775 37.49759310337627, 127.05135590253748 37.497276183966186)"
51493,1220323400,1220028701,1220152500,1,104,000,-,도곡로57길,0,0,000,30,0,0,0,278.055917460116,,"LINESTRING (127.04950146068589 37.49595326539605, 127.05103299611604 37.49648542759276, 127.05090651830277 37.49671729312715, 127.05075629222027 37.49702488570461, 127.05144414542681 37.497246525886304)"
51494,1220323500,1220152800,1220024102,1,104,000,-,남부순환로,0,0,000,40,0,0,0,88.517946815864,,"LINESTRING (127.05914675774122 37.49357012169802, 127.05964664112699 37.49287914756909)"
51495,1220323600,1220024102,1220152800,1,104,000,-,남부순환로,0,0,000,40,0,0,0,88.517946815864,,"LINESTRING (127.05976420249497 37.49293314317527, 127.0592643198337 37.49362411779468)"
51496,1220323700,1220152900,1220029903,1,104,000,-,남부순환로395길,0,0,000,40,0,0,0,209.835178571099,,"LINESTRING (127.06051366139116 37.49417479618414, 127.06045148851906 37.49425768911185, 127.05987682183213 37.495057191032004, 127.05956402937511 37.49549091268596, 127.0593241068263 37.49581062047318)"
51497,1220323800,1220029903,1220152900,1,104,000,-,남부순환로395길,0,0,000,40,0,0,0,209.832487279771,,"LINESTRING (127.05920763925317 37.49575513364374, 127.05944695776776 37.49543623189386, 127.05975911698515 37.49500339024861, 127.0603343617126 37.49420308490006, 127.0603971796669 37.49411933124183)"
88870,1210029403,1210047900,1210047800,2,104,000,-,나루터로,0,0,000,60,0,0,0,95.737826885428,,"LINESTRING (127.01953720512716 37.51617623074334, 127.01852922011764 37.5158609184513)"
88924,1210053801,1210033000,1210033001,1,104,000,-,강남대로55길,0,0,000,30,0,0,0,91.685898555533,,"LINESTRING (127.02674911018585 37.49577293284669, 127.02771794087619 37.496067146791525)"
88925,1210053802,1210033001,1210033200,1,104,000,-,강남대로55길,0,0,000,50,0,0,0,66.508188729827,,"LINESTRING (127.02771794087619 37.496067146791525, 127.0284207271766 37.49628056254267)"
88926,1210053901,1210033200,1210033001,2,104,000,-,강남대로55길,0,0,000,50,0,0,0,66.508188729827,,"LINESTRING (127.0283723982373 37.49638159412498, 127.02766961112728 37.49616817809032)"
88927,1210053902,1210033001,1210033000,2,104,000,-,강남대로55길,0,0,000,30,0,0,0,91.685805123119,,"LINESTRING (127.02766961112728 37.49616817809032, 127.02670078045172 37.49587396375435)"
88932,1210054500,1210033000,1210033700,2,104,000,-,서초대로74길,0,0,000,30,0,0,0,194.54878189141,,"LINESTRING (127.02678836932124 37.49584265466467, 127.02600674226284 37.49748119451272)"
88937,1210067200,1210051900,1210050800,1,102,000,88,올림픽대로,0,0,102,40,5,0,0,72.636525966552,,"LINESTRING (127.01652189013657 37.522920534532155, 127.01719540671279 37.52254563751503)"
89020,1220019002,1220027600,1220027400,3,104,000,-,도곡로,0,0,000,60,0,0,0,151.589933573149,,"LINESTRING (127.04672637287787 37.49425189191152, 127.04636460150451 37.494175993064296, 127.04512032798193 37.49377950738196)"
89021,1220019003,1220027400,1220025901,3,104,000,-,도곡로,0,0,000,60,0,0,0,257.442429728889,,"LINESTRING (127.04512066050114 37.49377961267278, 127.0424120021462 37.49292963747096)"
89050,1220018508,1220026501,1220028000,4,104,000,-,남부순환로,0,0,000,60,0,0,0,235.157237752766,,"LINESTRING (127.06097076311329 37.49342458100442, 127.06327543747712 37.494481530539204)"
89132,1220029202,1220042400,1220039300,3,104,000,-,삼성로,0,0,000,50,0,0,0,553.866306608834,,"LINESTRING (127.05326972160347 37.51302270597126, 127.05451319040097 37.51070383950266, 127.05572797914489 37.50843261772055)"
89149,1220029302,1220039300,1220042400,3,104,000,-,삼성로,0,0,000,50,0,0,0,553.877060537985,,"LINESTRING (127.05585284062981 37.508474998773174, 127.05463803013441 37.51074626598132, 127.05339454190877 37.51306517880538)"
89150,1220029901,1220039900,1220041300,4,104,000,-,언주로,0,0,000,50,0,0,0,138.920693141787,,"LINESTRING (127.03853232434177 37.50870898626209, 127.03757222345527 37.50969981142678)"
89152,1220030402,1220042100,1220041900,3,104,000,-,학동로,0,0,000,50,0,0,0,163.745685298108,,"LINESTRING (127.02515495175926 37.51232998591887, 127.02342652415953 37.511799921055)"
89153,1220035002,1220054200,1220052800,3,104,000,-,압구정로,0,0,000,50,0,0,0,154.602247598791,,"LINESTRING (127.0238539717673 37.524933647038054, 127.02238044171818 37.52418329417922)"
89157,1220035003,1220055600,1220054200,3,104,000,-,압구정로,0,0,000,50,0,0,0,253.465084703019,,"LINESTRING (127.0262718014689 37.52616145763425, 127.02385404191736 37.52493368216299)"
89163,1220020600,1220029000,1220006600,2,104,000,-,역삼로,0,0,000,60,0,0,0,551.505133065827,,"LINESTRING (127.03922999404628 37.49590387869528, 127.03339781620387 37.49414373632672)"
89164,1220020700,1220006600,1220029000,2,104,000,-,역삼로,0,0,000,60,0,0,0,551.505039563357,,"LINESTRING (127.03344588699017 37.49404262704021, 127.03927805696328 37.49580276706992)"
89165,1220020801,1220028200,1220027600,3,104,000,-,도곡로,0,0,000,60,0,0,0,161.348429377329,,"LINESTRING (127.04838619033525 37.49483486267748, 127.04671631032171 37.49424909105645)"
89166,1220020802,1220028700,1220028200,3,104,000,-,도곡로,0,0,000,60,0,0,0,137.020796903622,,"LINESTRING (127.04981133046569 37.495320813149284, 127.04838683278399 37.494835085864025)"
89167,1220020803,1220029300,1220028700,3,104,000,-,도곡로,0,0,000,60,0,0,0,294.470256779383,,"LINESTRING (127.05288266492973 37.49634702047245, 127.04981178402834 37.49532096612918)"
89168,1220020901,1220027600,1220028200,3,104,000,-,도곡로,0,0,000,60,0,0,0,161.348429378181,,"LINESTRING (127.04677098883482 37.494150136157614, 127.0484408670705 37.494735907016825)"
89169,1220020902,1220028200,1220028700,3,104,000,-,도곡로,0,0,000,60,0,0,0,137.020704988536,,"LINESTRING (127.04844022349221 37.49473568473202, 127.04986471849945 37.49522141138324)"
89170,1220028902,1220040300,1220040800,4,104,000,-,테헤란로,0,0,000,50,0,0,0,143.808547656465,,"LINESTRING (127.06317949557827 37.50883706199327, 127.06469751460642 37.50930238043946)"
89171,1220028903,1220040800,1220041400,4,104,000,-,테헤란로,0,0,000,50,0,0,0,169.150251187371,,"LINESTRING (127.06469717181237 37.50930227611068, 127.06648640587532 37.50984186905887)"
89172,1220029001,1220040600,1220039900,3,104,000,-,봉은사로,0,0,000,50,0,0,0,152.871402604802,,"LINESTRING (127.04007071579399 37.509215843674916, 127.03845449487426 37.50872648661168)"
89173,1220029002,1220041500,1220040600,3,104,000,-,봉은사로,0,0,000,50,0,0,0,216.637299132933,,"LINESTRING (127.04236997441457 37.50989195616642, 127.0400713243881 37.509216025471396)"
89174,1220029003,1220041800,1220041500,3,104,000,-,봉은사로,0,0,000,50,0,0,0,139.67888881672,,"LINESTRING (127.04384649168571 37.51033822905697, 127.04236939974689 37.5098917851817)"
89175,1220029102,1220039900,1220040600,3,104,000,-,봉은사로,0,0,000,50,0,0,0,152.871273576117,,"LINESTRING (127.03850271636082 37.50862542051827, 127.04011893428358 37.50911477603054)"
