,LINK_ID,F_NODE,T_NODE,LANES,ROAD_RANK,ROAD_TYPE,ROAD_NO,ROAD_NAME,ROAD_USE,MULTI_LINK,CONNECT,MAX_SPD,REST_VEH,REST_W,REST_H,LENGTH,REMARK,geometry
210304,1220032102,1220045900,1220046600,3,104,000,-,학동로,0,0,000,50,0,0,0,152.614177915437,,"LINESTRING (127.03821406455182 37.51623859856316, 127.03982446307477 37.51673391945536)"
210305,1220032605,1220048900,1220048400,4,104,000,-,도산대로,0,0,000,50,0,0,0,184.376772343517,,"LINESTRING (127.02807236813462 37.519756083589044, 127.02622245222382 37.518988890150865)"
210311,1220032606,1220046800,1220157900,4,104,000,-,도산대로,0,0,000,60,0,0,0,73.739238401993,,"LINESTRING (127.02189367505852 37.5171730337805, 127.0211569380612 37.51686152084245)"
210331,1220032801,1220047000,1220046900,3,104,000,-,학동로,0,0,000,50,0,0,0,84.376978058095,,"LINESTRING (127.04221054025477 37.51744191656547, 127.04127667951104 37.517284908888875)"
210335,1220032302,1220044200,1220047500,3,104,000,-,논현로,0,0,000,50,0,0,0,385.590796337767,,"LINESTRING (127.03048771177593 37.51472520054424, 127.02894789550723 37.51797567731496)"
210341,1220032803,1220047700,1220047200,3,104,000,-,학동로,0,0,000,50,0,0,0,243.133957567903,,"LINESTRING (127.04642394734067 37.51820777605336, 127.0437420301462 37.517722482287276)"
268020,1210165100,1210082800,1210029201,1,104,000,-,강남대로51길,0,0,000,30,0,0,0,90.530148512161,,"LINESTRING (127.02974484457644 37.49122167575331, 127.03070167085296 37.49151162384066)"
268192,1220003204,1220038600,1220040300,7,103,000,47,영동대로,0,0,000,60,0,0,0,161.677608112868,,"LINESTRING (127.06393509857351 37.507568847180075, 127.06321754276861 37.50890872916921)"
268641,1210171300,1210082600,1210033001,1,104,000,-,서초대로78길,0,0,000,50,0,0,0,149.204687233939,,"LINESTRING (127.02699546402405 37.49734296735194, 127.02740834279943 37.496525591750164, 127.02749579173948 37.49636735736584, 127.027630749888 37.49609764286709)"
268702,1210171400,1210033001,1210082600,1,104,000,-,서초대로78길,0,0,000,50,0,0,0,149.243826169155,,"LINESTRING (127.02775680218197 37.496137682887415, 127.02762095396683 37.496409177224514, 127.02753341596441 37.496567572100275, 127.02712135308605 37.4973833351442)"
268882,1210172400,1210033700,1210082500,2,104,000,-,서초대로73길,0,0,000,40,0,0,0,99.263668603203,,"LINESTRING (127.02600632640137 37.49748204335239, 127.02568443374419 37.49812399616776, 127.0255973021893 37.49831484732858)"
270115,1220002700,1220001700,1220032800,4,103,000,47,영동대로,0,0,000,60,0,0,0,512.089160209562,,"LINESTRING (127.065086617268 37.50520820960975, 127.06739745878481 37.500977464245366)"
270116,1220002800,1220032800,1220001700,5,103,000,47,영동대로,0,0,000,60,0,0,0,512.089120244078,,"LINESTRING (127.06752189668399 37.50102060452212, 127.06521106199767 37.50525135228376)"
270143,1220003201,1220001700,1220036900,5,103,000,47,영동대로,0,0,000,60,0,0,0,82.490081499886,,"LINESTRING (127.06521110716534 37.50525127026735, 127.06484025306935 37.50593326588762)"
